tweet,sentiment,date,weekday,hour,followers,description
hello i tried withdrawing  10000 from uba atm machine at ibadan this morning i got d response unable,1,2019-03-12 07:55:11,1.0,7.0,1.0,handsome
in trickles of 2000 and 500 5500 and counting has been deducted from my account within an hour it wasn,1,2019-03-12 07:55:09,1.0,7.0,504.0,security isnt a job for me its a lifestyle
so sorry about that its my savings account with account number 3044369362 all other things remain the,0,2019-03-12 07:54:49,1.0,7.0,2966.0,suave and debonair weirdo accountant dm for your custom made initial cufflinks deliverynationwide bushedoboy  unibenalumnus  mufc  autcaesarautnihil
hi  please i tried to do a card purchase with my card yesterday  the transaction was de,1,2019-03-12 07:54:10,1.0,7.0,745.0,a project mechanical engineer  i love designs and simulations
its over 24hours now the money as not been reverse,1,2019-03-12 07:52:25,1.0,7.0,468.0,on instagram
have sent u a dm kindly look into it,0,2019-03-12 07:48:36,1.0,7.0,1730.0,counselling psychologist teammufcproud shoe makervisit  on instagram for more shoe samples
today is the 7th day please my money,1,2019-03-12 07:46:51,1.0,7.0,4.0,a facility manager at lekki gardens and an environmental health specialist  fumigation water treatment and sewage treatment
please i tried withdrawing 10k on 27th february and nothing i was told it would be reversed,1,2019-03-12 07:46:37,1.0,7.0,269.0,its like im the universe and youll be nasa
i noticed my verve card is inactive for online transaction 3033479186 gbadamosi gabriel,1,2019-03-12 07:36:39,1.0,7.0,19.0,
125million sirehn ehn sorry i meant thanks sir,0,2019-03-12 07:30:51,1.0,7.0,16.0,quiet
stop giving people dis old stories give us our money,1,2019-03-12 07:28:27,1.0,7.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
2000 was debited twice for 2 different transactions which didnt pull throughbeneficiary acct no 311432,1,2019-03-12 07:26:08,1.0,7.0,1730.0,counselling psychologist teammufcproud shoe makervisit  on instagram for more shoe samples
i await really looking forward to a quick resolution thank you,0,2019-03-12 07:24:22,1.0,7.0,76.0,forward thinkergods way
have done the needful kindly look into it,0,2019-03-12 07:23:00,1.0,7.0,1730.0,counselling psychologist teammufcproud shoe makervisit  on instagram for more shoe samples
on the 1901 2019 i was deducted  2790 3times on a pos transaction at an eatery in ikeja,1,2019-03-12 07:22:20,1.0,7.0,26.0,
resolve my own of about 4000,0,2019-03-12 07:18:38,1.0,7.0,264.0,gods own person
on the 1901 2019 i was deducted  2790 three times 3 times on a pos transaction at an eatery at ikeja,1,2019-03-12 07:18:25,1.0,7.0,26.0,
kindly check your dm for the details requested for,0,2019-03-12 07:15:25,1.0,7.0,2108.0,computer engineerliverpoolfanenyimba fan ilovegod chukaogbujicom
good morning  this is over 24hrs and they have not done an,1,2019-03-12 07:14:33,1.0,7.0,264.0,gods own person
please note that i dont need the session id but the receipt i can print out so i can submit to the school as proof of evidence,0,2019-03-12 07:12:54,1.0,7.0,7.0,
i do not need the session idi need the a document i can print out as evidence of payment the trans,0,2019-03-12 07:09:18,1.0,7.0,7.0,
simultaneously i have received debit alerts of transactions i havent approved nor carried out 3063412681whats going on,1,2019-03-12 07:06:36,1.0,7.0,504.0,security isnt a job for me its a lifestyle
i cant send a dm,0,2019-03-12 07:06:18,1.0,7.0,113.0,
pls note that today is the another 7th working day for the reversal of n38k deducted from,1,2019-03-12 07:01:49,1.0,7.0,42.0,
pls i made a transaction which was not successful since last week have not gotten a reversal till now,1,2019-03-12 06:44:29,1.0,6.0,200.0,god bless
hello,0,2019-03-12 06:42:03,1.0,6.0,708.0,without christs mercy my life is messychartered accountant leo arsenal tutor oniabiodun442com
thank you so much i will do that right away,0,2019-03-12 06:38:12,1.0,6.0,594.0,serial entrepreneur cool calm and collected
waiting patiently soft reminder,0,2019-03-12 06:37:13,1.0,6.0,356.0,manager  the impression hub former hr mgr  exolve tech ltd  former client services  food afriq ltd  musicfood lover cipm in view
good morning maam kindly send a formal complaint to cpdgovng,0,2019-03-12 06:36:33,1.0,6.0,49220.0,cpc is a parastatal of the federal government of nigeriaour mandate requires us to among others protect the rights of consumers call us on 08056002020
account number  3055083431dispute dates  march 8th 3000                           march 10th 1000 cheers,0,2019-03-12 06:29:49,1.0,6.0,627.0,unbothered goofy 6ft 4inches slim unbearded lfc
i sent a message to you guys  so as to reverse my money back about the transaction i made ye,1,2019-03-12 06:14:27,1.0,6.0,46.0,youth human right activist patriotic nigerian and statistician
i know you are just doing your job  but please can you help me and tell  to hire more sm managers  it ta,0,2019-03-12 06:07:20,1.0,6.0,252.0,
dear   its more than a week since the debit and yesterday made it a week since i laid the co,1,2019-03-12 06:06:22,1.0,6.0,594.0,serial entrepreneur cool calm and collected
08032019 friday morning,0,2019-03-12 06:06:20,1.0,6.0,958.0,biochem graduate  public health personnel  devout believer  violinist alumna  and   progressing software developer
check your dm please,0,2019-03-12 06:06:16,1.0,6.0,793.0,certified accountant  lautech
i purchased a recharge card of 1000 via vtu my account was debited and hv not bn reverse card i didnt,1,2019-03-12 05:55:55,1.0,5.0,1.0,kind hearted easy to go and adaptive
im still waiting for answers to my query to firstcontact on 2 different platforms can i get help here,1,2019-03-12 05:50:00,1.0,5.0,294.0,mental health specialist analyst investor
for how long ll it take to reverse my moni since dec18 dis is nt good at all ur tactic i,1,2019-03-12 05:30:45,1.0,5.0,5.0,
hello you guys should reply me before i vessby the way good morning,1,2019-03-12 05:16:17,1.0,5.0,2108.0,computer engineerliverpoolfanenyimba fan ilovegod chukaogbujicom
hello i used my card at a vending machine for electricity token i was debited 2ce for same,1,2019-03-12 05:12:01,1.0,5.0,22.0,omo oba
i sent a dm since yesterday revert my money i need to use it,1,2019-03-12 05:08:52,1.0,5.0,88.0,a historian a specialist in international relations an aviator husband and a father
its mtn line but please help us find solution to itthanks,0,2019-03-12 04:56:14,1.0,4.0,493.0,it presales technician  it infrastructure architect  ip base surveillance solution cctv  retail point of sales
3 failed pos transactions one since the 22nd of february you guys are yet to return my money,1,2019-03-12 04:50:25,1.0,4.0,744.0,political analyst civil right advocate and public health expert
please check again i just resent it,0,2019-03-12 04:17:42,1.0,4.0,1675.0,laugh eat be humble be happy liverpool   scrabble   physiologist  ambivert
but unfortunately i cant see the money again in my account,1,2019-03-12 02:19:18,1.0,2.0,149.0,office 365 technical support engineer
please i bought  1000 credit from my bank accounti was sent the alert but no credit on phone please help,1,2019-03-12 02:16:34,1.0,2.0,21.0,
i was debited for an incomplete internet transaction on 15th feb i emailed firstcontact,1,2019-03-12 00:35:59,1.0,0.0,109.0,christlifer he is the life
the first mobile app isnt a pls whats going on,1,2019-03-12 00:12:14,1.0,0.0,58.0,am me because i dont aspire to be anybody else but me
please help me do a quick follow up on my failed transaction since on d 22nd of february,1,2019-03-11 23:42:57,0.0,23.0,72.0,
this happened on thursday afternoon,0,2019-03-11 23:28:40,0.0,23.0,22.0,
please kindly appeal to   to respond to my request  dont allow me visit,1,2019-03-11 23:14:27,0.0,23.0,28.0,
since morning,0,2019-03-11 23:05:10,0.0,23.0,959.0,geek  genius  programmer prev at   cto et tutor  learning community ambassador  dev
yo first bank  i sent a dm oooo,0,2019-03-11 23:05:03,0.0,23.0,959.0,geek  genius  programmer prev at   cto et tutor  learning community ambassador  dev
dont thank me yetim yet to receive the money since it was supposed to be reversed within 48 working,1,2019-03-11 22:55:15,0.0,22.0,46.0,i was born a survivor so if you think anything can make me go down then youd better let it be something equivalent to me
this is the 3rd month and my funds have not ben reversed this is absolutely not fair,1,2019-03-11 22:51:45,0.0,22.0,473.0,stunch chelsea supporter die hard blue media man and a believer of the one nigeria project
when u too av too much money in the bank nko,0,2019-03-11 22:48:57,0.0,22.0,1198.0,
1900000 not surei dont actually know the date because i was not the one who make transaction i,1,2019-03-11 22:45:51,0.0,22.0,0.0,
hello   if you dont deduct my money after pos declines my transaction because of network i,1,2019-03-11 22:45:21,0.0,22.0,11068.0,football content creator  my opinions might piss you off  fan of  since 2001
has it been reversed,0,2019-03-11 22:40:04,0.0,22.0,318.0,jesus lover tech lover
i am yet to get a response for you with regards the complain lodged,1,2019-03-11 22:33:20,0.0,22.0,245.0,cool headednicea football lover pure gunners breedyour abuja cap dealerhit me up on 07066108782
i have sent you a dm please respond,0,2019-03-11 22:11:43,0.0,22.0,146.0,ig
excellent day sirmai notice ive not receive interest on my account since the day of opening   pres,1,2019-03-11 22:06:24,0.0,22.0,77.0,great is me  im the world president   entrepreneur  professional forex traderwith imarketslivegraphic designer a million dayjesus is d way
thank you so much,0,2019-03-11 21:44:56,0.0,21.0,41.0,
because they have a million and one other complaints that came before urs to respond to at le,0,2019-03-11 21:42:19,0.0,21.0,513.0,jeremiah 32 27
helpi made a transfer from 3086645684 5k to a gt back account and the recipient is yet to see the mon,0,2019-03-11 21:34:38,0.0,21.0,46.0,youth human right activist patriotic nigerian and statistician
i keep the bulk of my money with you guys but never get interest by month end other banks i used do that,0,2019-03-11 21:33:27,0.0,21.0,263.0,cofounder of peah technologies i am  on steemit my 1st home twitter my 3rd after my room
i made a transfer from my first bank account  to gt bank account and the person has never been credited and,1,2019-03-11 21:14:56,0.0,21.0,46.0,youth human right activist patriotic nigerian and statistician
please i did a po  transaction of 5000 naira today 11 march 2019 and it failed it is yet to be reversed,1,2019-03-11 21:14:23,0.0,21.0,19.0,
waiting for their reply is like waiting for rapture,0,2019-03-11 21:11:57,0.0,21.0,1608.0,im a proud educationist a  lover of god and an arsenal fan  coyg  greatife
seen thank you,0,2019-03-11 21:11:19,0.0,21.0,1608.0,im a proud educationist a  lover of god and an arsenal fan  coyg  greatife
could not messaged you open dm please,0,2019-03-11 21:09:18,0.0,21.0,855.0,tudes_franaises  oau_alumnus  certified_manager  bilingual  grateful_soul  pacifist  optimist  realist
first bank pls reply my inbox kindly refund my money for me biko,1,2019-03-11 20:52:49,0.0,20.0,223.0,an environmental scientist   a biologist   igbo   a staunch catholic    a business man am a great guy youll love
always,0,2019-03-11 20:51:45,0.0,20.0,28.0,
on the 6th of march i went to awolowo road ikoyi branch to close my cot free account and requested the ba,1,2019-03-11 20:47:13,0.0,20.0,146.0,simply being myself witty  working smart focused towards set goals and passionate about my family
yes its an mtn line but why are you replying so late,0,2019-03-11 20:39:49,0.0,20.0,1415.0,i dont always write about me but am sure everyone likes all about me manutd lover and addictfollow  follow
